Time_s,Altitude_m,Velocity_ms,Mass_kg,Acceleration_ms2,AccelG,Thrust_N,Drag_N,MachNumber,AtmDensity_kgm3,AtmPressure_Pa,CombTemp_K,CombPressure_Pa,NetForce_N
122.2,106748.044567,1377.898926,74654.453567,-8.01149327,-0.81694496,110100.00,13.904241,4.67017386,0.0000043053,0.3561,3300.00,4140000.00,-598093.652226
122.3,106885.834459,1377.097776,74652.023464,-8.01103851,-0.81689859,110100.00,13.664758,4.66745849,0.0000042361,0.3504,3300.00,4140000.00,-598040.234724
122.4,107023.544237,1376.296672,74649.593361,-8.01058406,-0.81685224,110100.00,13.429518,4.66474327,0.0000041680,0.3448,3300.00,4140000.00,-597986.842863
122.5,107161.173904,1375.495614,74647.163259,-8.01012993,-0.81680594,110100.00,13.198445,4.66202821,0.0000041011,0.3392,3300.00,4140000.00,-597933.476558
122.6,107298.723466,1374.694601,74644.733156,-8.00967611,-0.81675966,110100.00,12.971462,4.65931330,0.0000040353,0.3338,3300.00,4140000.00,-597880.135728
122.7,107436.192926,1373.893633,74642.303053,-8.00922260,-0.81671341,110100.00,12.748494,4.65659855,0.0000039705,0.3284,3300.00,4140000.00,-597826.820292
122.8,107573.582289,1373.092711,74639.872950,-8.00876940,-0.81666720,110100.00,12.529470,4.65388394,0.0000039069,0.3232,3300.00,4140000.00,-597773.530171
122.9,107710.891560,1372.291834,74637.442847,-8.00831650,-0.81662102,110100.00,12.314317,4.65116950,0.0000038443,0.3180,3300.00,4140000.00,-597720.265287
123.0,107848.120744,1371.491003,74635.012744,-8.00786392,-0.81657487,110100.00,12.102965,4.64845520,0.0000037827,0.3129,3300.00,4140000.00,-597667.025563
123.1,107985.269844,1370.690216,74632.582641,-8.00741164,-0.81652875,110100.00,11.895345,4.64574106,0.0000037222,0.3079,3300.00,4140000.00,-597613.810924
123.2,108122.338865,1369.889475,74630.152538,-8.00695967,-0.81648266,110100.00,11.691390,4.64302707,0.0000036626,0.3030,3300.00,4140000.00,-597560.621295
123.3,108259.327813,1369.088779,74627.722435,-8.00650800,-0.81643660,110100.00,11.491033,4.64031324,0.0000036041,0.2981,3300.00,4140000.00,-597507.456605
123.4,108396.236691,1368.288128,74625.292332,-8.00605663,-0.81639058,110100.00,11.294209,4.63759956,0.0000035465,0.2933,3300.00,4140000.00,-597454.316780
123.5,108533.065504,1367.487523,74622.862229,-8.00560557,-0.81634458,110100.00,11.100854,4.63488603,0.0000034898,0.2887,3300.00,4140000.00,-597401.201752
123.6,108669.814256,1366.686962,74620.432126,-8.00515481,-0.81629862,110100.00,10.910905,4.63217265,0.0000034341,0.2841,3300.00,4140000.00,-597348.111451
123.7,108806.482952,1365.886447,74618.002023,-8.00470436,-0.81625268,110100.00,10.724301,4.62945943,0.0000033794,0.2795,3300.00,4140000.00,-597295.045809
123.8,108943.071597,1365.085976,74615.571921,-8.00425420,-0.81620678,110100.00,10.540981,4.62674636,0.0000033255,0.2751,3300.00,4140000.00,-597242.004759
123.9,109079.580194,1364.285551,74613.141818,-8.00380434,-0.81616091,110100.00,10.360885,4.62403344,0.0000032725,0.2707,3300.00,4140000.00,-597188.988236
124.0,109216.008750,1363.485170,74610.711715,-8.00335478,-0.81611506,110100.00,10.183957,4.62132068,0.0000032204,0.2664,3300.00,4140000.00,-597135.996175
124.1,109352.357267,1362.684835,74608.281612,-8.00290552,-0.81606925,110100.00,10.010137,4.61860807,0.0000031692,0.2621,3300.00,4140000.00,-597083.028512
124.2,109488.625750,1361.884544,74605.851509,-8.00245655,-0.81602347,110100.00,9.839371,4.61589561,0.0000031188,0.2580,3300.00,4140000.00,-597030.085184
124.3,109624.814204,1361.084299,74603.421406,-8.00200788,-0.81597772,110100.00,9.671603,4.61318330,0.0000030692,0.2539,3300.00,4140000.00,-596977.166132
124.4,109760.922634,1360.284098,74600.991303,-8.00155951,-0.81593200,110100.00,9.506779,4.61047114,0.0000030204,0.2498,3300.00,4140000.00,-596924.271293
124.5,109896.951044,1359.483942,74598.561200,-8.00111143,-0.81588630,110100.00,9.344846,4.60775914,0.0000029725,0.2459,3300.00,4140000.00,-596871.400609
124.6,110032.899438,1358.683831,74596.131097,-8.00066364,-0.81584064,110100.00,9.185752,4.60504729,0.0000029253,0.2420,3300.00,4140000.00,-596818.554022
124.7,110168.767821,1357.883764,74593.700994,-8.00021615,-0.81579501,110100.00,9.029447,4.60233559,0.0000028789,0.2381,3300.00,4140000.00,-596765.731473
124.8,110304.556198,1357.083743,74591.270891,-7.99976895,-0.81574941,110100.00,8.875878,4.59962404,0.0000028333,0.2344,3300.00,4140000.00,-596712.932907
124.9,110440.264572,1356.283766,74588.840788,-7.99932204,-0.81570384,110100.00,8.724998,4.59691264,0.0000027884,0.2306,3300.00,4140000.00,-596660.158268
125.0,110575.892949,1355.483834,74586.410685,-7.99887543,-0.81565830,110100.00,8.576759,4.59420140,0.0000027443,0.2270,3300.00,4140000.00,-596607.407501
125.1,110711.441332,1354.683946,74583.980583,-7.99842910,-0.81561278,110100.00,8.431112,4.59149030,0.0000027009,0.2234,3300.00,4140000.00,-596554.680552
125.2,110846.909727,1353.884103,74581.550480,-7.99798306,-0.81556730,110100.00,8.288011,4.58877936,0.0000026582,0.2199,3300.00,4140000.00,-596501.977369
125.3,110982.298137,1353.084305,74579.120377,-7.99753731,-0.81552185,110100.00,8.147410,4.58606857,0.0000026162,0.2164,3300.00,4140000.00,-596449.297900
125.4,111117.606567,1352.284551,74576.690274,-7.99709185,-0.81547642,110100.00,8.009265,4.58335793,0.0000025749,0.2130,3300.00,4140000.00,-596396.642093
125.5,111252.835023,1351.484842,74574.260171,-7.99664668,-0.81543103,110100.00,7.873531,4.58064744,0.0000025342,0.2096,3300.00,4140000.00,-596344.009898
125.6,111387.983507,1350.685177,74571.830068,-7.99620179,-0.81538566,110100.00,7.740166,4.57793710,0.0000024942,0.2063,3300.00,4140000.00,-596291.401266
125.7,111523.052024,1349.885557,74569.399965,-7.99575719,-0.81534032,110100.00,7.609126,4.57522691,0.0000024549,0.2031,3300.00,4140000.00,-596238.816147
125.8,111658.040580,1349.085981,74566.969862,-7.99531288,-0.81529502,110100.00,7.480370,4.57251687,0.0000024162,0.1999,3300.00,4140000.00,-596186.254495
125.9,111792.949178,1348.286450,74564.539759,-7.99486885,-0.81524974,110100.00,7.353858,4.56980698,0.0000023782,0.1967,3300.00,4140000.00,-596133.716261
126.0,111927.777823,1347.486963,74562.109656,-7.99442511,-0.81520449,110100.00,7.229548,4.56709725,0.0000023408,0.1936,3300.00,4140000.00,-596081.201399
126.1,112062.526520,1346.687521,74559.679553,-7.99398165,-0.81515927,110100.00,7.107402,4.56438766,0.0000023039,0.1906,3300.00,4140000.00,-596028.709864
126.2,112197.195272,1345.888123,74557.249450,-7.99353847,-0.81511408,110100.00,6.987382,4.56167823,0.0000022677,0.1876,3300.00,4140000.00,-595976.241611
126.3,112331.784084,1345.088769,74554.819347,-7.99309557,-0.81506891,110100.00,6.869448,4.55896894,0.0000022321,0.1846,3300.00,4140000.00,-595923.796595
126.4,112466.292961,1344.289459,74552.389245,-7.99265296,-0.81502378,110100.00,6.753564,4.55625981,0.0000021971,0.1817,3300.00,4140000.00,-595871.374774
126.5,112600.721907,1343.490194,74549.959142,-7.99221063,-0.81497868,110100.00,6.639693,4.55355082,0.0000021626,0.1789,3300.00,4140000.00,-595818.976103
126.6,112735.070926,1342.690973,74547.529039,-7.99176858,-0.81493360,110100.00,6.527799,4.55084199,0.0000021287,0.1761,3300.00,4140000.00,-595766.600541
126.7,112869.340023,1341.891796,74545.098936,-7.99132681,-0.81488855,110100.00,6.417847,4.54813330,0.0000020953,0.1733,3300.00,4140000.00,-595714.248047
126.8,113003.529203,1341.092663,74542.668833,-7.99088533,-0.81484353,110100.00,6.309802,4.54542476,0.0000020625,0.1706,3300.00,4140000.00,-595661.918579
126.9,113137.638469,1340.293575,74540.238730,-7.99044412,-0.81479854,110100.00,6.203630,4.54271638,0.0000020302,0.1679,3300.00,4140000.00,-595609.612097
127.0,113271.667827,1339.494530,74537.808627,-7.99000319,-0.81475358,110100.00,6.099299,4.54000814,0.0000019985,0.1653,3300.00,4140000.00,-595557.328562
127.1,113405.617280,1338.695530,74535.378524,-7.98956254,-0.81470865,110100.00,5.996774,4.53730005,0.0000019672,0.1627,3300.00,4140000.00,-595505.067935
127.2,113539.486833,1337.896574,74532.948421,-7.98912216,-0.81466374,110100.00,5.896025,4.53459212,0.0000019365,0.1602,3300.00,4140000.00,-595452.830178
127.3,113673.276490,1337.097662,74530.518318,-7.98868207,-0.81461886,110100.00,5.797019,4.53188433,0.0000019062,0.1577,3300.00,4140000.00,-595400.615251
127.4,113806.986256,1336.298793,74528.088215,-7.98824225,-0.81457401,110100.00,5.699725,4.52917669,0.0000018765,0.1552,3300.00,4140000.00,-595348.423120
127.5,113940.616136,1335.499969,74525.658112,-7.98780271,-0.81452919,110100.00,5.604113,4.52646920,0.0000018472,0.1528,3300.00,4140000.00,-595296.253745
127.6,114074.166133,1334.701189,74523.228009,-7.98736344,-0.81448440,110100.00,5.510153,4.52376186,0.0000018184,0.1504,3300.00,4140000.00,-595244.107093
127.7,114207.636252,1333.902452,74520.797907,-7.98692445,-0.81443964,110100.00,5.417816,4.52105466,0.0000017901,0.1481,3300.00,4140000.00,-595191.983126
127.8,114341.026497,1333.103760,74518.367804,-7.98648574,-0.81439490,110100.00,5.327073,4.51834762,0.0000017622,0.1458,3300.00,4140000.00,-595139.881811
127.9,114474.336873,1332.305111,74515.937701,-7.98604730,-0.81435019,110100.00,5.237896,4.51564073,0.0000017348,0.1435,3300.00,4140000.00,-595087.803112
128.0,114607.567384,1331.506507,74513.507598,-7.98560914,-0.81430551,110100.00,5.150257,4.51293398,0.0000017078,0.1413,3300.00,4140000.00,-595035.746996
128.1,114740.718035,1330.707946,74511.077495,-7.98517124,-0.81426086,110100.00,5.064128,4.51022738,0.0000016813,0.1391,3300.00,4140000.00,-594983.713429
128.2,114873.788829,1329.909429,74508.647392,-7.98473363,-0.81421623,110100.00,4.979483,4.50752093,0.0000016551,0.1369,3300.00,4140000.00,-594931.702379
128.3,115006.779772,1329.110955,74506.217289,-7.98429628,-0.81417164,110100.00,4.896295,4.50481463,0.0000016294,0.1348,3300.00,4140000.00,-594879.713812
128.4,115139.690868,1328.312526,74503.787186,-7.98385921,-0.81412707,110100.00,4.814540,4.50210848,0.0000016042,0.1327,3300.00,4140000.00,-594827.747697
128.5,115272.522120,1327.514140,74501.357083,-7.98342241,-0.81408253,110100.00,4.734191,4.49940247,0.0000015793,0.1306,3300.00,4140000.00,-594775.804002
128.6,115405.273534,1326.715798,74498.926980,-7.98298589,-0.81403801,110100.00,4.655223,4.49669662,0.0000015548,0.1286,3300.00,4140000.00,-594723.882697
128.7,115537.945114,1325.917499,74496.496877,-7.98254963,-0.81399353,110100.00,4.577613,4.49399091,0.0000015307,0.1266,3300.00,4140000.00,-594671.983750
128.8,115670.536864,1325.119244,74494.066774,-7.98211365,-0.81394907,110100.00,4.501336,4.49128535,0.0000015070,0.1247,3300.00,4140000.00,-594620.107132
128.9,115803.048788,1324.321033,74491.636671,-7.98167794,-0.81390464,110100.00,4.426368,4.48857993,0.0000014837,0.1227,3300.00,4140000.00,-594568.252813
129.0,115935.480891,1323.522865,74489.206569,-7.98124249,-0.81386024,110100.00,4.352687,4.48587467,0.0000014608,0.1208,3300.00,4140000.00,-594516.420764
129.1,116067.833178,1322.724741,74486.776466,-7.98080732,-0.81381586,110100.00,4.280270,4.48316955,0.0000014382,0.1190,3300.00,4140000.00,-594464.610955
129.2,116200.105652,1321.926660,74484.346363,-7.98037242,-0.81377151,110100.00,4.209095,4.48046458,0.0000014160,0.1171,3300.00,4140000.00,-594412.823359
129.3,116332.298318,1321.128623,74481.916260,-7.97993779,-0.81372719,110100.00,4.139139,4.47775976,0.0000013942,0.1153,3300.00,4140000.00,-594361.057947
129.4,116464.411180,1320.330629,74479.486157,-7.97950342,-0.81368290,110100.00,4.070381,4.47505508,0.0000013727,0.1135,3300.00,4140000.00,-594309.314691
129.5,116596.444243,1319.532678,74477.056054,-7.97906933,-0.81363864,110100.00,4.002801,4.47235055,0.0000013515,0.1118,3300.00,4140000.00,-594257.593566
129.6,116728.397511,1318.734772,74474.625951,-7.97863550,-0.81359440,110100.00,3.936376,4.46964617,0.0000013307,0.1101,3300.00,4140000.00,-594205.894543
129.7,116860.270988,1317.936908,74472.195848,-7.97820194,-0.81355019,110100.00,3.871088,4.46694194,0.0000013102,0.1084,3300.00,4140000.00,-594154.217596
129.8,116992.064679,1317.139088,74469.765745,-7.97776865,-0.81350600,110100.00,3.806916,4.46423785,0.0000012900,0.1067,3300.00,4140000.00,-594102.562699
129.9,117123.778588,1316.341311,74467.335642,-7.97733563,-0.81346185,110100.00,3.743840,4.46153391,0.0000012702,0.1051,3300.00,4140000.00,-594050.929826
130.0,117255.412719,1315.543577,74464.905539,-7.97690287,-0.81341772,110100.00,3.681842,4.45883012,0.0000012507,0.1035,3300.00,4140000.00,-593999.318953
130.1,117386.967077,1314.745887,74462.475436,-7.97647038,-0.81337362,110100.00,3.620902,4.45612647,0.0000012315,0.1019,3300.00,4140000.00,-593947.730053
130.2,117518.441665,1313.948240,74460.045333,-7.97603816,-0.81332954,110100.00,3.561001,4.45342297,0.0000012126,0.1003,3300.00,4140000.00,-593896.163103
130.3,117649.836489,1313.150636,74457.615231,-7.97560621,-0.81328550,110100.00,3.502122,4.45071961,0.0000011940,0.0988,3300.00,4140000.00,-593844.618077
130.4,117781.151553,1312.353076,74455.185128,-7.97517452,-0.81324148,110100.00,3.444247,4.44801641,0.0000011757,0.0972,3300.00,4140000.00,-593793.094953
130.5,117912.386860,1311.555558,74452.755025,-7.97474309,-0.81319748,110100.00,3.387357,4.44531335,0.0000011577,0.0958,3300.00,4140000.00,-593741.593706
130.6,118043.542416,1310.758084,74450.324922,-7.97431193,-0.81315352,110100.00,3.331436,4.44261043,0.0000011399,0.0943,3300.00,4140000.00,-593690.114312
130.7,118174.618225,1309.960653,74447.894819,-7.97388104,-0.81310958,110100.00,3.276467,4.43990766,0.0000011225,0.0928,3300.00,4140000.00,-593638.656750
130.8,118305.614290,1309.163265,74445.464716,-7.97345041,-0.81306567,110100.00,3.222433,4.43720504,0.0000011053,0.0914,3300.00,4140000.00,-593587.220995
130.9,118436.530616,1308.365920,74443.034613,-7.97302004,-0.81302178,110100.00,3.169317,4.43450256,0.0000010884,0.0900,3300.00,4140000.00,-593535.807027
131.0,118567.367208,1307.568618,74440.604510,-7.97258994,-0.81297792,110100.00,3.117104,4.43180023,0.0000010718,0.0887,3300.00,4140000.00,-593484.414822
131.1,118698.124070,1306.771359,74438.174407,-7.97216011,-0.81293409,110100.00,3.065778,4.42909805,0.0000010554,0.0873,3300.00,4140000.00,-593433.044358
131.2,118828.801206,1305.974143,74435.744304,-7.97173053,-0.81289029,110100.00,3.015324,4.42639601,0.0000010393,0.0860,3300.00,4140000.00,-593381.695615
131.3,118959.398620,1305.176969,74433.314201,-7.97130122,-0.81284651,110100.00,2.965725,4.42369411,0.0000010235,0.0847,3300.00,4140000.00,-593330.368570
131.4,119089.916317,1304.379839,74430.884098,-7.97087218,-0.81280276,110100.00,2.916968,4.42099236,0.0000010079,0.0834,3300.00,4140000.00,-593279.063203
131.5,119220.354301,1303.582752,74428.453995,-7.97044339,-0.81275904,110100.00,2.869037,4.41829076,0.0000009926,0.0821,3300.00,4140000.00,-593227.779494
131.6,119350.712576,1302.785708,74426.023893,-7.97001487,-0.81271534,110100.00,2.821919,4.41558930,0.0000009774,0.0808,3300.00,4140000.00,-593176.517421
131.7,119480.991147,1301.988706,74423.593790,-7.96958662,-0.81267167,110100.00,2.775598,4.41288799,0.0000009626,0.0796,3300.00,4140000.00,-593125.276964
131.8,119611.190018,1301.191748,74421.163687,-7.96915862,-0.81262802,110100.00,2.730062,4.41018682,0.0000009480,0.0784,3300.00,4140000.00,-593074.058104
131.9,119741.309192,1300.394832,74418.733584,-7.96873089,-0.81258441,110100.00,2.685295,4.40748580,0.0000009335,0.0772,3300.00,4140000.00,-593022.860821
132.0,119871.348676,1299.597959,74416.303481,-7.96830341,-0.81254082,110100.00,2.641286,4.40478492,0.0000009194,0.0760,3300.00,4140000.00,-592971.685095
132.1,120001.308471,1298.801128,74413.873378,-7.96787620,-0.81249725,110100.00,2.598021,4.40208419,0.0000009054,0.0749,3300.00,4140000.00,-592920.530907
132.2,120131.188584,1298.004341,74411.443275,-7.96744925,-0.81245372,110100.00,2.555487,4.39938360,0.0000008917,0.0738,3300.00,4140000.00,-592869.398239
132.3,120260.989018,1297.207596,74409.013172,-7.96702257,-0.81241021,110100.00,2.513670,4.39668316,0.0000008782,0.0726,3300.00,4140000.00,-592818.287071
132.4,120390.709778,1296.410894,74406.583069,-7.96659614,-0.81236672,110100.00,2.472560,4.39398286,0.0000008649,0.0715,3300.00,4140000.00,-592767.197385
132.5,120520.350867,1295.614234,74404.152966,-7.96616997,-0.81232327,110100.00,2.432143,4.39128271,0.0000008518,0.0705,3300.00,4140000.00,-592716.129162
132.6,120649.912291,1294.817617,74401.722863,-7.96574407,-0.81227984,110100.00,2.392407,4.38858270,0.0000008389,0.0694,3300.00,4140000.00,-592665.082386
132.7,120779.394052,1294.021043,74399.292760,-7.96531842,-0.81223643,110100.00,2.353341,4.38588284,0.0000008262,0.0683,3300.00,4140000.00,-592614.057037
132.8,120908.796157,1293.224511,74396.862657,-7.96489303,-0.81219306,110100.00,2.314933,4.38318311,0.0000008137,0.0673,3300.00,4140000.00,-592563.053098
132.9,121038.118608,1292.428021,74394.432555,-7.96446791,-0.81214971,110100.00,2.277172,4.38048354,0.0000008015,0.0663,3300.00,4140000.00,-592512.070552
133.0,121167.361410,1291.631575,74392.002452,-7.96404304,-0.81210638,110100.00,2.240046,4.37778411,0.0000007894,0.0653,3300.00,4140000.00,-592461.109382
133.1,121296.524567,1290.835170,74389.572349,-7.96361843,-0.81206308,110100.00,2.203545,4.37508482,0.0000007775,0.0643,3300.00,4140000.00,-592410.169570
133.2,121425.608084,1290.038808,74387.142246,-7.96319408,-0.81201981,110100.00,2.167657,4.37238567,0.0000007657,0.0633,3300.00,4140000.00,-592359.251100
133.3,121554.611965,1289.242489,74384.712143,-7.96277000,-0.81197657,110100.00,2.132372,4.36968667,0.0000007542,0.0624,3300.00,4140000.00,-592308.353956
133.4,121683.536214,1288.446212,74382.282040,-7.96234616,-0.81193335,110100.00,2.097679,4.36698782,0.0000007429,0.0614,3300.00,4140000.00,-592257.478120
133.5,121812.380835,1287.649977,74379.851937,-7.96192259,-0.81189016,110100.00,2.063569,4.36428910,0.0000007317,0.0605,3300.00,4140000.00,-592206.623577
133.6,121941.145833,1286.853785,74377.421834,-7.96149928,-0.81184699,110100.00,2.030031,4.36159053,0.0000007207,0.0596,3300.00,4140000.00,-592155.790310
133.7,122069.831211,1286.057635,74374.991731,-7.96107622,-0.81180385,110100.00,1.997056,4.35889211,0.0000007098,0.0587,3300.00,4140000.00,-592104.978304
133.8,122198.436975,1285.261528,74372.561628,-7.96065343,-0.81176074,110100.00,1.964633,4.35619382,0.0000006992,0.0578,3300.00,4140000.00,-592054.187543
133.9,122326.963128,1284.465462,74370.131525,-7.96023089,-0.81171765,110100.00,1.932753,4.35349568,0.0000006887,0.0570,3300.00,4140000.00,-592003.418012
134.0,122455.409674,1283.669439,74367.701422,-7.95980860,-0.81167459,110100.00,1.901407,4.35079769,0.0000006784,0.0561,3300.00,4140000.00,-591952.669694
134.1,122583.776618,1282.873458,74365.271319,-7.95938658,-0.81163155,110100.00,1.870586,4.34809983,0.0000006682,0.0553,3300.00,4140000.00,-591901.942576
134.2,122712.063964,1282.077520,74362.841217,-7.95896481,-0.81158855,110100.00,1.840280,4.34540212,0.0000006582,0.0544,3300.00,4140000.00,-591851.236642
134.3,122840.271716,1281.281623,74360.411114,-7.95854330,-0.81154556,110100.00,1.810481,4.34270456,0.0000006483,0.0536,3300.00,4140000.00,-591800.551877
134.4,122968.399878,1280.485769,74357.981011,-7.95812205,-0.81150261,110100.00,1.781180,4.34000713,0.0000006386,0.0528,3300.00,4140000.00,-591749.888267
134.5,123096.448455,1279.689957,74355.550908,-7.95770105,-0.81145968,110100.00,1.752368,4.33730985,0.0000006291,0.0520,3300.00,4140000.00,-591699.245796
134.6,123224.417451,1278.894187,74353.120805,-7.95728031,-0.81141677,110100.00,1.724038,4.33461271,0.0000006197,0.0513,3300.00,4140000.00,-591648.624452
134.7,123352.306869,1278.098458,74350.690702,-7.95685983,-0.81137390,110100.00,1.696180,4.33191572,0.0000006104,0.0505,3300.00,4140000.00,-591598.024218
134.8,123480.116715,1277.302773,74348.260599,-7.95643960,-0.81133105,110100.00,1.668786,4.32921886,0.0000006013,0.0497,3300.00,4140000.00,-591547.445083
134.9,123607.846992,1276.507129,74345.830496,-7.95601963,-0.81128822,110100.00,1.641849,4.32652215,0.0000005924,0.0490,3300.00,4140000.00,-591496.887031
135.0,123735.497705,1275.711527,74343.400393,-7.95559992,-0.81124542,110100.00,1.615361,4.32382558,0.0000005835,0.0483,3300.00,4140000.00,-591446.350048
135.1,123863.068858,1274.915967,74340.970290,-7.95518046,-0.81120265,110100.00,1.589314,4.32112916,0.0000005748,0.0475,3300.00,4140000.00,-591395.834122
135.2,123990.560454,1274.120449,74338.540187,-7.95476126,-0.81115990,110100.00,1.563701,4.31843287,0.0000005663,0.0468,3300.00,4140000.00,-591345.339239
135.3,124117.972499,1273.324972,74336.110084,-7.95434231,-0.81111718,110100.00,1.538513,4.31573673,0.0000005579,0.0461,3300.00,4140000.00,-591294.865384
135.4,124245.304997,1272.529538,74333.679981,-7.95392361,-0.81107449,110100.00,1.513744,4.31304073,0.0000005496,0.0455,3300.00,4140000.00,-591244.412546
135.5,124372.557950,1271.734146,74331.249879,-7.95350518,-0.81103182,110100.00,1.489387,4.31034487,0.0000005414,0.0448,3300.00,4140000.00,-591193.980711
135.6,124499.731365,1270.938795,74328.819776,-7.95308699,-0.81098918,110100.00,1.465435,4.30764915,0.0000005334,0.0441,3300.00,4140000.00,-591143.569867
135.7,124626.825245,1270.143487,74326.389673,-7.95266907,-0.81094656,110100.00,1.441880,4.30495358,0.0000005254,0.0435,3300.00,4140000.00,-591093.179999
135.8,124753.839593,1269.348220,74323.959570,-7.95225139,-0.81090397,110100.00,1.418716,4.30225814,0.0000005176,0.0428,3300.00,4140000.00,-591042.811096
135.9,124880.774415,1268.552995,74321.529467,-7.95183398,-0.81086140,110100.00,1.395937,4.29956285,0.0000005100,0.0422,3300.00,4140000.00,-590992.463145
136.0,125007.629715,1267.757811,74319.099364,-7.95141681,-0.81081886,110100.00,1.373535,4.29686770,0.0000005024,0.0416,3300.00,4140000.00,-590942.136134
136.1,125134.405496,1266.962669,74316.669261,-7.95099990,-0.81077635,110100.00,1.351504,4.29417269,0.0000004950,0.0409,3300.00,4140000.00,-590891.830050
136.2,125261.101763,1266.167569,74314.239158,-7.95058325,-0.81073386,110100.00,1.329838,4.29147783,0.0000004877,0.0403,3300.00,4140000.00,-590841.544881
136.3,125387.718520,1265.372511,74311.809055,-7.95016685,-0.81069140,110100.00,1.308530,4.28878310,0.0000004804,0.0397,3300.00,4140000.00,-590791.280615
136.4,125514.255771,1264.577494,74309.378952,-7.94975070,-0.81064897,110100.00,1.287575,4.28608851,0.0000004733,0.0392,3300.00,4140000.00,-590741.037240
136.5,125640.713520,1263.782519,74306.948849,-7.94933481,-0.81060656,110100.00,1.266967,4.28339407,0.0000004664,0.0386,3300.00,4140000.00,-590690.814744
136.6,125767.091772,1262.987586,74304.518746,-7.94891917,-0.81056417,110100.00,1.246699,4.28069977,0.0000004595,0.0380,3300.00,4140000.00,-590640.613115
136.7,125893.390531,1262.192694,74302.088643,-7.94850378,-0.81052182,110100.00,1.226766,4.27800560,0.0000004527,0.0374,3300.00,4140000.00,-590590.432342
136.8,126019.609800,1261.397844,74299.658541,-7.94808865,-0.81047949,110100.00,1.207162,4.27531158,0.0000004460,0.0369,3300.00,4140000.00,-590540.272414
136.9,126145.749584,1260.603035,74297.228438,-7.94767377,-0.81043718,110100.00,1.187882,4.27261770,0.0000004395,0.0363,3300.00,4140000.00,-590490.133317
137.0,126271.809888,1259.808267,74294.798335,-7.94725914,-0.81039490,110100.00,1.168919,4.26992396,0.0000004330,0.0358,3300.00,4140000.00,-590440.015042
137.1,126397.790715,1259.013541,74292.368232,-7.94684477,-0.81035264,110100.00,1.150270,4.26723036,0.0000004266,0.0353,3300.00,4140000.00,-590389.917578
137.2,126523.692069,1258.218857,74289.938129,-7.94643064,-0.81031042,110100.00,1.131927,4.26453690,0.0000004203,0.0348,3300.00,4140000.00,-590339.840912
137.3,126649.513955,1257.424214,74287.508026,-7.94601678,-0.81026821,110100.00,1.113887,4.26184358,0.0000004142,0.0343,3300.00,4140000.00,-590289.785034
137.4,126775.256376,1256.629612,74285.077923,-7.94560316,-0.81022604,110100.00,1.096144,4.25915040,0.0000004081,0.0338,3300.00,4140000.00,-590239.749932
137.5,126900.919337,1255.835052,74282.647820,-7.94518980,-0.81018389,110100.00,1.078692,4.25645737,0.0000004021,0.0333,3300.00,4140000.00,-590189.735597
137.6,127026.502842,1255.040533,74280.217717,-7.94477669,-0.81014176,110100.00,1.061528,4.25376447,0.0000003962,0.0328,3300.00,4140000.00,-590139.742017
137.7,127152.006896,1254.246055,74277.787614,-7.94436383,-0.81009966,110100.00,1.044645,4.25107171,0.0000003904,0.0323,3300.00,4140000.00,-590089.769182
137.8,127277.431501,1253.451619,74275.357511,-7.94395122,-0.81005759,110100.00,1.028040,4.24837909,0.0000003847,0.0318,3300.00,4140000.00,-590039.817080
137.9,127402.776663,1252.657224,74272.927408,-7.94353887,-0.81001554,110100.00,1.011708,4.24568661,0.0000003790,0.0314,3300.00,4140000.00,-589989.885702
138.0,127528.042385,1251.862870,74270.497305,-7.94312677,-0.80997351,110100.00,0.995644,4.24299427,0.0000003735,0.0309,3300.00,4140000.00,-589939.975037
138.1,127653.228672,1251.068557,74268.067203,-7.94271491,-0.80993152,110100.00,0.979843,4.24030207,0.0000003680,0.0304,3300.00,4140000.00,-589890.085075
138.2,127778.335528,1250.274286,74265.637100,-7.94230332,-0.80988955,110100.00,0.964301,4.23761001,0.0000003627,0.0300,3300.00,4140000.00,-589840.215805
138.3,127903.362957,1249.480055,74263.206997,-7.94189197,-0.80984760,110100.00,0.949014,4.23491809,0.0000003574,0.0296,3300.00,4140000.00,-589790.367218
138.4,128028.310962,1248.685866,74260.776894,-7.94148087,-0.80980568,110100.00,0.933977,4.23222631,0.0000003521,0.0291,3300.00,4140000.00,-589740.539302
138.5,128153.179549,1247.891718,74258.346791,-7.94107003,-0.80976379,110100.00,0.919187,4.22953467,0.0000003470,0.0287,3300.00,4140000.00,-589690.732049
138.6,128277.968721,1247.097611,74255.916688,-7.94065943,-0.80972192,110100.00,0.904638,4.22684317,0.0000003420,0.0283,3300.00,4140000.00,-589640.945448
138.7,128402.678482,1246.303545,74253.486585,-7.94024909,-0.80968007,110100.00,0.890328,4.22415181,0.0000003370,0.0279,3300.00,4140000.00,-589591.179489
138.8,128527.308836,1245.509520,74251.056482,-7.93983900,-0.80963826,110100.00,0.876251,4.22146058,0.0000003321,0.0275,3300.00,4140000.00,-589541.434162
138.9,128651.859788,1244.715536,74248.626379,-7.93942916,-0.80959646,110100.00,0.862404,4.21876950,0.0000003272,0.0271,3300.00,4140000.00,-589491.709459
139.0,128776.331342,1243.921593,74246.196276,-7.93901957,-0.80955470,110100.00,0.848784,4.21607855,0.0000003225,0.0267,3300.00,4140000.00,-589442.005368
