Time_s,Height_m,Thrust_N,Drag_N,Inertial_Force_N,Accel_ms2,Velocity_ms
245.68,186391,0,0,-180085.5,-9.26,501.4
245.69,186396,0,0,-180085.3,-9.26,501.3
245.7,186401.1,0,0,-180085,-9.26,501.2
245.71,186406.1,0,0,-180084.7,-9.26,501.1
245.72,186411.1,0,0,-180084.4,-9.26,501
245.73,186416.1,0,0,-180084.2,-9.26,500.9
245.74,186421.1,0,0,-180083.9,-9.26,500.8
245.75,186426.1,0,0,-180083.6,-9.26,500.8
245.76,186431.1,0,0,-180083.3,-9.26,500.7
245.77,186436.1,0,0,-180083.1,-9.26,500.6
245.78,186441.1,0,0,-180082.8,-9.26,500.5
245.79,186446.1,0,0,-180082.5,-9.26,500.4
245.8,186451.1,0,0,-180082.2,-9.26,500.3
245.81,186456.1,0,0,-180082,-9.26,500.2
245.82,186461.1,0,0,-180081.7,-9.26,500.1
245.83,186466.1,0,0,-180081.4,-9.26,500
245.84,186471.1,0,0,-180081.1,-9.26,499.9
245.85,186476.1,0,0,-180080.9,-9.26,499.8
245.86,186481.1,0,0,-180080.6,-9.26,499.7
245.87,186486.1,0,0,-180080.3,-9.26,499.6
245.88,186491.1,0,0,-180080,-9.26,499.6
245.89,186496.1,0,0,-180079.8,-9.26,499.5
245.9,186501.1,0,0,-180079.5,-9.26,499.4
245.91,186506.1,0,0,-180079.2,-9.26,499.3
245.92,186511.1,0,0,-180078.9,-9.26,499.2
245.93,186516.1,0,0,-180078.7,-9.26,499.1
245.94,186521.1,0,0,-180078.4,-9.26,499
245.95,186526.1,0,0,-180078.1,-9.26,498.9
245.96,186531.1,0,0,-180077.8,-9.26,498.8
245.97,186536.1,0,0,-180077.6,-9.26,498.7
245.98,186541,0,0,-180077.3,-9.26,498.6
245.99,186546,0,0,-180077,-9.26,498.5
246,186551,0,0,-180076.7,-9.26,498.4
246.01,186556,0,0,-180076.5,-9.26,498.3
246.02,186561,0,0,-180076.2,-9.26,498.3
246.03,186566,0,0,-180075.9,-9.26,498.2
246.04,186570.9,0,0,-180075.6,-9.26,498.1
246.05,186575.9,0,0,-180075.4,-9.26,498
246.06,186580.9,0,0,-180075.1,-9.26,497.9
246.07,186585.9,0,0,-180074.8,-9.26,497.8
246.08,186590.9,0,0,-180074.5,-9.26,497.7
246.09,186595.8,0,0,-180074.3,-9.26,497.6
246.1,186600.8,0,0,-180074,-9.26,497.5
246.11,186605.8,0,0,-180073.7,-9.26,497.4
246.12,186610.8,0,0,-180073.4,-9.26,497.3
246.13,186615.7,0,0,-180073.2,-9.26,497.2
246.14,186620.7,0,0,-180072.9,-9.26,497.1
246.15,186625.7,0,0,-180072.6,-9.26,497.1
246.16,186630.6,0,0,-180072.4,-9.26,497
246.17,186635.6,0,0,-180072.1,-9.26,496.9
246.18,186640.6,0,0,-180071.8,-9.26,496.8
246.19,186645.5,0,0,-180071.5,-9.26,496.7
246.2,186650.5,0,0,-180071.3,-9.26,496.6
246.21,186655.5,0,0,-180071,-9.26,496.5
246.22,186660.4,0,0,-180070.7,-9.26,496.4
246.23,186665.4,0,0,-180070.4,-9.26,496.3
246.24,186670.4,0,0,-180070.2,-9.26,496.2
246.25,186675.3,0,0,-180069.9,-9.26,496.1
246.26,186680.3,0,0,-180069.6,-9.26,496
246.27,186685.3,0,0,-180069.3,-9.26,495.9
246.28,186690.2,0,0,-180069.1,-9.26,495.8
246.29,186695.2,0,0,-180068.8,-9.26,495.8
246.3,186700.1,0,0,-180068.5,-9.26,495.7
246.31,186705.1,0,0,-180068.3,-9.26,495.6
246.32,186710,0,0,-180068,-9.25,495.5
246.33,186715,0,0,-180067.7,-9.25,495.4
246.34,186719.9,0,0,-180067.4,-9.25,495.3
246.35,186724.9,0,0,-180067.2,-9.25,495.2
246.36,186729.8,0,0,-180066.9,-9.25,495.1
246.37,186734.8,0,0,-180066.6,-9.25,495
246.38,186739.7,0,0,-180066.3,-9.25,494.9
246.39,186744.7,0,0,-180066.1,-9.25,494.8
246.4,186749.6,0,0,-180065.8,-9.25,494.7
246.41,186754.6,0,0,-180065.5,-9.25,494.6
246.42,186759.5,0,0,-180065.3,-9.25,494.6
246.43,186764.5,0,0,-180065,-9.25,494.5
246.44,186769.4,0,0,-180064.7,-9.25,494.4
246.45,186774.4,0,0,-180064.4,-9.25,494.3
246.46,186779.3,0,0,-180064.2,-9.25,494.2
246.47,186784.3,0,0,-180063.9,-9.25,494.1
246.48,186789.2,0,0,-180063.6,-9.25,494
246.49,186794.1,0,0,-180063.4,-9.25,493.9
246.5,186799.1,0,0,-180063.1,-9.25,493.8
246.51,186804,0,0,-180062.8,-9.25,493.7
246.52,186808.9,0,0,-180062.5,-9.25,493.6
246.53,186813.9,0,0,-180062.3,-9.25,493.5
246.54,186818.8,0,0,-180062,-9.25,493.4
246.55,186823.8,0,0,-180061.7,-9.25,493.3
246.56,186828.7,0,0,-180061.5,-9.25,493.3
246.57,186833.6,0,0,-180061.2,-9.25,493.2
246.58,186838.5,0,0,-180060.9,-9.25,493.1
246.59,186843.5,0,0,-180060.6,-9.25,493
246.6,186848.4,0,0,-180060.4,-9.25,492.9
246.61,186853.3,0,0,-180060.1,-9.25,492.8
246.62,186858.3,0,0,-180059.8,-9.25,492.7
246.63,186863.2,0,0,-180059.6,-9.25,492.6
246.64,186868.1,0,0,-180059.3,-9.25,492.5
246.65,186873,0,0,-180059,-9.25,492.4
246.66,186878,0,0,-180058.7,-9.25,492.3
246.67,186882.9,0,0,-180058.5,-9.25,492.2
246.68,186887.8,0,0,-180058.2,-9.25,492.1
246.69,186892.7,0,0,-180057.9,-9.25,492.1
246.7,186897.6,0,0,-180057.7,-9.25,492
246.71,186902.6,0,0,-180057.4,-9.25,491.9
246.72,186907.5,0,0,-180057.1,-9.25,491.8
246.73,186912.4,0,0,-180056.8,-9.25,491.7
246.74,186917.3,0,0,-180056.6,-9.25,491.6
246.75,186922.2,0,0,-180056.3,-9.25,491.5
246.76,186927.2,0,0,-180056,-9.25,491.4
246.77,186932.1,0,0,-180055.8,-9.25,491.3
246.78,186937,0,0,-180055.5,-9.25,491.2
246.79,186941.9,0,0,-180055.2,-9.25,491.1
246.8,186946.8,0,0,-180055,-9.25,491
246.81,186951.7,0,0,-180054.7,-9.25,490.9
246.82,186956.6,0,0,-180054.4,-9.25,490.9
246.83,186961.5,0,0,-180054.1,-9.25,490.8
246.84,186966.4,0,0,-180053.9,-9.25,490.7
246.85,186971.3,0,0,-180053.6,-9.25,490.6
246.86,186976.2,0,0,-180053.3,-9.25,490.5
246.87,186981.1,0,0,-180053.1,-9.25,490.4
246.88,186986.1,0,0,-180052.8,-9.25,490.3
246.89,186991,0,0,-180052.5,-9.25,490.2
246.9,186995.9,0,0,-180052.3,-9.25,490.1
246.91,187000.8,0,0,-180052,-9.25,490
246.92,187005.7,0,0,-180051.7,-9.25,489.9
246.93,187010.6,0,0,-180051.4,-9.25,489.8
246.94,187015.5,0,0,-180051.2,-9.25,489.7
246.95,187020.4,0,0,-180050.9,-9.25,489.6
246.96,187025.2,0,0,-180050.6,-9.25,489.6
246.97,187030.1,0,0,-180050.4,-9.25,489.5
246.98,187035,0,0,-180050.1,-9.25,489.4
246.99,187039.9,0,0,-180049.8,-9.25,489.3
247,187044.8,0,0,-180049.6,-9.25,489.2
247.01,187049.7,0,0,-180049.3,-9.25,489.1
247.02,187054.6,0,0,-180049,-9.25,489
247.03,187059.5,0,0,-180048.8,-9.25,488.9
247.04,187064.4,0,0,-180048.5,-9.25,488.8
247.05,187069.3,0,0,-180048.2,-9.25,488.7
247.06,187074.2,0,0,-180047.9,-9.25,488.6
247.07,187079,0,0,-180047.7,-9.25,488.5
247.08,187083.9,0,0,-180047.4,-9.25,488.4
247.09,187088.8,0,0,-180047.1,-9.25,488.4
247.1,187093.7,0,0,-180046.9,-9.25,488.3
247.11,187098.6,0,0,-180046.6,-9.25,488.2
247.12,187103.5,0,0,-180046.3,-9.25,488.1
247.13,187108.3,0,0,-180046.1,-9.25,488
247.14,187113.2,0,0,-180045.8,-9.25,487.9
247.15,187118.1,0,0,-180045.5,-9.25,487.8
247.16,187123,0,0,-180045.3,-9.25,487.7
247.17,187127.8,0,0,-180045,-9.25,487.6
247.18,187132.7,0,0,-180044.7,-9.25,487.5
247.19,187137.6,0,0,-180044.5,-9.25,487.4
247.2,187142.5,0,0,-180044.2,-9.25,487.3
247.21,187147.3,0,0,-180043.9,-9.25,487.2
247.22,187152.2,0,0,-180043.7,-9.25,487.1
247.23,187157.1,0,0,-180043.4,-9.25,487.1
247.24,187162,0,0,-180043.1,-9.25,487
247.25,187166.8,0,0,-180042.8,-9.25,486.9
247.26,187171.7,0,0,-180042.6,-9.25,486.8
247.27,187176.6,0,0,-180042.3,-9.25,486.7
247.28,187181.4,0,0,-180042,-9.25,486.6
247.29,187186.3,0,0,-180041.8,-9.25,486.5
247.3,187191.2,0,0,-180041.5,-9.25,486.4
247.31,187196,0,0,-180041.2,-9.25,486.3
247.32,187200.9,0,0,-180041,-9.25,486.2
247.33,187205.7,0,0,-180040.7,-9.25,486.1
247.34,187210.6,0,0,-180040.4,-9.25,486
247.35,187215.5,0,0,-180040.2,-9.25,485.9
247.36,187220.3,0,0,-180039.9,-9.25,485.9
247.37,187225.2,0,0,-180039.6,-9.25,485.8
247.38,187230,0,0,-180039.4,-9.25,485.7
247.39,187234.9,0,0,-180039.1,-9.25,485.6
247.4,187239.8,0,0,-180038.8,-9.25,485.5
247.41,187244.6,0,0,-180038.6,-9.25,485.4
247.42,187249.5,0,0,-180038.3,-9.25,485.3
247.43,187254.3,0,0,-180038,-9.25,485.2
247.44,187259.2,0,0,-180037.8,-9.25,485.1
247.45,187264,0,0,-180037.5,-9.25,485
247.46,187268.9,0,0,-180037.2,-9.25,484.9
247.47,187273.7,0,0,-180037,-9.25,484.8
247.48,187278.6,0,0,-180036.7,-9.25,484.7
247.49,187283.4,0,0,-180036.4,-9.25,484.7
247.5,187288.3,0,0,-180036.2,-9.25,484.6
247.51,187293.1,0,0,-180035.9,-9.25,484.5
247.52,187297.9,0,0,-180035.6,-9.25,484.4
247.53,187302.8,0,0,-180035.4,-9.25,484.3
247.54,187307.6,0,0,-180035.1,-9.25,484.2
247.55,187312.5,0,0,-180034.8,-9.25,484.1
247.56,187317.3,0,0,-180034.6,-9.25,484
247.57,187322.2,0,0,-180034.3,-9.25,483.9
247.58,187327,0,0,-180034,-9.25,483.8
247.59,187331.8,0,0,-180033.8,-9.25,483.7
247.6,187336.7,0,0,-180033.5,-9.25,483.6
247.61,187341.5,0,0,-180033.2,-9.25,483.5
247.62,187346.3,0,0,-180033,-9.25,483.4
247.63,187351.2,0,0,-180032.7,-9.25,483.4
247.64,187356,0,0,-180032.4,-9.25,483.3
247.65,187360.8,0,0,-180032.2,-9.25,483.2
247.66,187365.7,0,0,-180031.9,-9.25,483.1
247.67,187370.5,0,0,-180031.6,-9.25,483
247.68,187375.3,0,0,-180031.4,-9.25,482.9
247.69,187380.2,0,0,-180031.1,-9.25,482.8
247.7,187385,0,0,-180030.8,-9.25,482.7
247.71,187389.8,0,0,-180030.6,-9.25,482.6
247.72,187394.6,0,0,-180030.3,-9.25,482.5
247.73,187399.5,0,0,-180030,-9.25,482.4
247.74,187404.3,0,0,-180029.8,-9.25,482.3
247.75,187409.1,0,0,-180029.5,-9.25,482.2
247.76,187413.9,0,0,-180029.3,-9.25,482.2
247.77,187418.8,0,0,-180029,-9.25,482.1
247.78,187423.6,0,0,-180028.7,-9.25,482
247.79,187428.4,0,0,-180028.5,-9.25,481.9
247.8,187433.2,0,0,-180028.2,-9.25,481.8
247.81,187438,0,0,-180027.9,-9.25,481.7
247.82,187442.8,0,0,-180027.7,-9.25,481.6
247.83,187447.7,0,0,-180027.4,-9.25,481.5
247.84,187452.5,0,0,-180027.1,-9.25,481.4
247.85,187457.3,0,0,-180026.9,-9.25,481.3
247.86,187462.1,0,0,-180026.6,-9.25,481.2
247.87,187466.9,0,0,-180026.3,-9.25,481.1
247.88,187471.7,0,0,-180026.1,-9.25,481
247.89,187476.5,0,0,-180025.8,-9.25,480.9
247.9,187481.3,0,0,-180025.5,-9.25,480.9
247.91,187486.1,0,0,-180025.3,-9.25,480.8
247.92,187491,0,0,-180025,-9.25,480.7
247.93,187495.8,0,0,-180024.7,-9.25,480.6
247.94,187500.6,0,0,-180024.5,-9.25,480.5
247.95,187505.4,0,0,-180024.2,-9.25,480.4
247.96,187510.2,0,0,-180024,-9.25,480.3
247.97,187515,0,0,-180023.7,-9.25,480.2
247.98,187519.8,0,0,-180023.4,-9.25,480.1
247.99,187524.6,0,0,-180023.2,-9.25,480
248,187529.4,0,0,-180022.9,-9.25,479.9
248.01,187534.2,0,0,-180022.6,-9.25,479.8
248.02,187539,0,0,-180022.4,-9.25,479.7
248.03,187543.8,0,0,-180022.1,-9.25,479.7
248.04,187548.6,0,0,-180021.8,-9.25,479.6
248.05,187553.4,0,0,-180021.6,-9.25,479.5
248.06,187558.2,0,0,-180021.3,-9.25,479.4
248.07,187563,0,0,-180021.1,-9.25,479.3
248.08,187567.7,0,0,-180020.8,-9.25,479.2
248.09,187572.5,0,0,-180020.5,-9.25,479.1
248.1,187577.3,0,0,-180020.3,-9.25,479
248.11,187582.1,0,0,-180020,-9.25,478.9
248.12,187586.9,0,0,-180019.7,-9.25,478.8
248.13,187591.7,0,0,-180019.5,-9.25,478.7
248.14,187596.5,0,0,-180019.2,-9.25,478.6
248.15,187601.3,0,0,-180018.9,-9.25,478.5
248.16,187606.1,0,0,-180018.7,-9.25,478.5
248.17,187610.8,0,0,-180018.4,-9.25,478.4
248.18,187615.6,0,0,-180018.2,-9.25,478.3
248.19,187620.4,0,0,-180017.9,-9.25,478.2
248.2,187625.2,0,0,-180017.6,-9.25,478.1
248.21,187630,0,0,-180017.4,-9.25,478
248.22,187634.7,0,0,-180017.1,-9.25,477.9
248.23,187639.5,0,0,-180016.8,-9.25,477.8
248.24,187644.3,0,0,-180016.6,-9.25,477.7
248.25,187649.1,0,0,-180016.3,-9.25,477.6
248.26,187653.8,0,0,-180016.1,-9.25,477.5
248.27,187658.6,0,0,-180015.8,-9.25,477.4
248.28,187663.4,0,0,-180015.5,-9.25,477.3
248.29,187668.2,0,0,-180015.3,-9.25,477.2
248.3,187672.9,0,0,-180015,-9.25,477.2
248.31,187677.7,0,0,-180014.7,-9.25,477.1
248.32,187682.5,0,0,-180014.5,-9.25,477
248.33,187687.3,0,0,-180014.2,-9.25,476.9
248.34,187692,0,0,-180014,-9.25,476.8
248.35,187696.8,0,0,-180013.7,-9.25,476.7
248.36,187701.6,0,0,-180013.4,-9.25,476.6
248.37,187706.3,0,0,-180013.2,-9.25,476.5
248.38,187711.1,0,0,-180012.9,-9.25,476.4
248.39,187715.8,0,0,-180012.6,-9.25,476.3
248.4,187720.6,0,0,-180012.4,-9.25,476.2
248.41,187725.4,0,0,-180012.1,-9.25,476.1
248.42,187730.1,0,0,-180011.9,-9.25,476
248.43,187734.9,0,0,-180011.6,-9.25,476
248.44,187739.7,0,0,-180011.3,-9.25,475.9
248.45,187744.4,0,0,-180011.1,-9.25,475.8
248.46,187749.2,0,0,-180010.8,-9.25,475.7
248.47,187753.9,0,0,-180010.5,-9.25,475.6
248.48,187758.7,0,0,-180010.3,-9.25,475.5
248.49,187763.4,0,0,-180010,-9.25,475.4
248.5,187768.2,0,0,-180009.8,-9.25,475.3
248.51,187772.9,0,0,-180009.5,-9.25,475.2
248.52,187777.7,0,0,-180009.2,-9.25,475.1
248.53,187782.4,0,0,-180009,-9.25,475
248.54,187787.2,0,0,-180008.7,-9.25,474.9
248.55,187791.9,0,0,-180008.5,-9.25,474.8
248.56,187796.7,0,0,-180008.2,-9.25,474.8
248.57,187801.4,0,0,-180007.9,-9.25,474.7
248.58,187806.2,0,0,-180007.7,-9.25,474.6
248.59,187810.9,0,0,-180007.4,-9.25,474.5
248.6,187815.7,0,0,-180007.1,-9.25,474.4
248.61,187820.4,0,0,-180006.9,-9.25,474.3
248.62,187825.2,0,0,-180006.6,-9.25,474.2
248.63,187829.9,0,0,-180006.4,-9.25,474.1
248.64,187834.6,0,0,-180006.1,-9.25,474
248.65,187839.4,0,0,-180005.8,-9.25,473.9
248.66,187844.1,0,0,-180005.6,-9.25,473.8
248.67,187848.9,0,0,-180005.3,-9.25,473.7
248.68,187853.6,0,0,-180005.1,-9.25,473.6
248.69,187858.3,0,0,-180004.8,-9.25,473.5
248.7,187863.1,0,0,-180004.5,-9.25,473.5
248.71,187867.8,0,0,-180004.3,-9.25,473.4
248.72,187872.5,0,0,-180004,-9.25,473.3
248.73,187877.3,0,0,-180003.8,-9.25,473.2
248.74,187882,0,0,-180003.5,-9.25,473.1
248.75,187886.7,0,0,-180003.2,-9.25,473
248.76,187891.5,0,0,-180003,-9.25,472.9
248.77,187896.2,0,0,-180002.7,-9.25,472.8
248.78,187900.9,0,0,-180002.5,-9.25,472.7
248.79,187905.6,0,0,-180002.2,-9.25,472.6
248.8,187910.4,0,0,-180001.9,-9.25,472.5
248.81,187915.1,0,0,-180001.7,-9.25,472.4
248.82,187919.8,0,0,-180001.4,-9.25,472.3
248.83,187924.5,0,0,-180001.2,-9.25,472.3
248.84,187929.3,0,0,-180000.9,-9.25,472.2
248.85,187934,0,0,-180000.6,-9.25,472.1
248.86,187938.7,0,0,-180000.4,-9.25,472
248.87,187943.4,0,0,-180000.1,-9.25,471.9
248.88,187948.1,0,0,-179999.9,-9.25,471.8
248.89,187952.9,0,0,-179999.6,-9.25,471.7
248.9,187957.6,0,0,-179999.3,-9.25,471.6
248.91,187962.3,0,0,-179999.1,-9.25,471.5
248.92,187967,0,0,-179998.8,-9.25,471.4
248.93,187971.7,0,0,-179998.6,-9.25,471.3
248.94,187976.4,0,0,-179998.3,-9.25,471.2
248.95,187981.1,0,0,-179998,-9.25,471.1
248.96,187985.9,0,0,-179997.8,-9.25,471
248.97,187990.6,0,0,-179997.5,-9.25,471
248.98,187995.3,0,0,-179997.3,-9.25,470.9
248.99,188000,0,0,-179997,-9.25,470.8
249,188004.7,0,0,-179996.8,-9.25,470.7
249.01,188009.4,0,0,-179996.5,-9.25,470.6
249.02,188014.1,0,0,-179996.2,-9.25,470.5
249.03,188018.8,0,0,-179996,-9.25,470.4
249.04,188023.5,0,0,-179995.7,-9.25,470.3
249.05,188028.2,0,0,-179995.5,-9.25,470.2
249.06,188032.9,0,0,-179995.2,-9.25,470.1
249.07,188037.6,0,0,-179994.9,-9.25,470
249.08,188042.3,0,0,-179994.7,-9.25,469.9
249.09,188047,0,0,-179994.4,-9.25,469.8
249.1,188051.7,0,0,-179994.2,-9.25,469.8
249.11,188056.4,0,0,-179993.9,-9.25,469.7
249.12,188061.1,0,0,-179993.6,-9.25,469.6
249.13,188065.8,0,0,-179993.4,-9.25,469.5
249.14,188070.5,0,0,-179993.1,-9.25,469.4
249.15,188075.2,0,0,-179992.9,-9.25,469.3
249.16,188079.9,0,0,-179992.6,-9.25,469.2
249.17,188084.6,0,0,-179992.4,-9.25,469.1
249.18,188089.3,0,0,-179992.1,-9.25,469
249.19,188093.9,0,0,-179991.8,-9.25,468.9
249.2,188098.6,0,0,-179991.6,-9.25,468.8
249.21,188103.3,0,0,-179991.3,-9.25,468.7
249.22,188108,0,0,-179991.1,-9.25,468.6
249.23,188112.7,0,0,-179990.8,-9.25,468.6
249.24,188117.4,0,0,-179990.6,-9.25,468.5
249.25,188122.1,0,0,-179990.3,-9.25,468.4
249.26,188126.7,0,0,-179990,-9.25,468.3
249.27,188131.4,0,0,-179989.8,-9.25,468.2
249.28,188136.1,0,0,-179989.5,-9.25,468.1
249.29,188140.8,0,0,-179989.3,-9.25,468
249.3,188145.5,0,0,-179989,-9.25,467.9
249.31,188150.2,0,0,-179988.8,-9.25,467.8
249.32,188154.8,0,0,-179988.5,-9.25,467.7
249.33,188159.5,0,0,-179988.2,-9.25,467.6
249.34,188164.2,0,0,-179988,-9.25,467.5
249.35,188168.9,0,0,-179987.7,-9.25,467.4
249.36,188173.5,0,0,-179987.5,-9.25,467.3
249.37,188178.2,0,0,-179987.2,-9.25,467.3
249.38,188182.9,0,0,-179987,-9.25,467.2
249.39,188187.5,0,0,-179986.7,-9.25,467.1
249.4,188192.2,0,0,-179986.4,-9.25,467
249.41,188196.9,0,0,-179986.2,-9.25,466.9
249.42,188201.6,0,0,-179985.9,-9.25,466.8
249.43,188206.2,0,0,-179985.7,-9.25,466.7
249.44,188210.9,0,0,-179985.4,-9.25,466.6
249.45,188215.6,0,0,-179985.2,-9.25,466.5
249.46,188220.2,0,0,-179984.9,-9.25,466.4
249.47,188224.9,0,0,-179984.6,-9.25,466.3
249.48,188229.5,0,0,-179984.4,-9.25,466.2
249.49,188234.2,0,0,-179984.1,-9.25,466.1
249.5,188238.9,0,0,-179983.9,-9.25,466.1
249.51,188243.5,0,0,-179983.6,-9.25,466
249.52,188248.2,0,0,-179983.4,-9.25,465.9
249.53,188252.8,0,0,-179983.1,-9.25,465.8
249.54,188257.5,0,0,-179982.8,-9.25,465.7
249.55,188262.2,0,0,-179982.6,-9.25,465.6
249.56,188266.8,0,0,-179982.3,-9.25,465.5
249.57,188271.5,0,0,-179982.1,-9.25,465.4
249.58,188276.1,0,0,-179981.8,-9.25,465.3
249.59,188280.8,0,0,-179981.6,-9.25,465.2
249.6,188285.4,0,0,-179981.3,-9.25,465.1
249.61,188290.1,0,0,-179981.1,-9.25,465
249.62,188294.7,0,0,-179980.8,-9.25,464.9
249.63,188299.4,0,0,-179980.5,-9.25,464.9
249.64,188304,0,0,-179980.3,-9.25,464.8
249.65,188308.7,0,0,-179980,-9.25,464.7
249.66,188313.3,0,0,-179979.8,-9.25,464.6
249.67,188318,0,0,-179979.5,-9.25,464.5
249.68,188322.6,0,0,-179979.3,-9.25,464.4
249.69,188327.3,0,0,-179979,-9.25,464.3
249.7,188331.9,0,0,-179978.8,-9.25,464.2
249.71,188336.5,0,0,-179978.5,-9.25,464.1
249.72,188341.2,0,0,-179978.2,-9.25,464
249.73,188345.8,0,0,-179978,-9.25,463.9
249.74,188350.5,0,0,-179977.7,-9.25,463.8
249.75,188355.1,0,0,-179977.5,-9.25,463.7
249.76,188359.7,0,0,-179977.2,-9.25,463.6
249.77,188364.4,0,0,-179977,-9.25,463.6
249.78,188369,0,0,-179976.7,-9.25,463.5
249.79,188373.6,0,0,-179976.5,-9.25,463.4
249.8,188378.3,0,0,-179976.2,-9.25,463.3
249.81,188382.9,0,0,-179976,-9.25,463.2
249.82,188387.5,0,0,-179975.7,-9.25,463.1
249.83,188392.2,0,0,-179975.4,-9.25,463
249.84,188396.8,0,0,-179975.2,-9.25,462.9
249.85,188401.4,0,0,-179974.9,-9.25,462.8
249.86,188406,0,0,-179974.7,-9.25,462.7
249.87,188410.7,0,0,-179974.4,-9.25,462.6
249.88,188415.3,0,0,-179974.2,-9.25,462.5
249.89,188419.9,0,0,-179973.9,-9.25,462.4
249.9,188424.6,0,0,-179973.7,-9.25,462.4
249.91,188429.2,0,0,-179973.4,-9.25,462.3
249.92,188433.8,0,0,-179973.2,-9.25,462.2
249.93,188438.4,0,0,-179972.9,-9.25,462.1
249.94,188443,0,0,-179972.6,-9.25,462
249.95,188447.7,0,0,-179972.4,-9.25,461.9
249.96,188452.3,0,0,-179972.1,-9.25,461.8
249.97,188456.9,0,0,-179971.9,-9.25,461.7
249.98,188461.5,0,0,-179971.6,-9.25,461.6
249.99,188466.1,0,0,-179971.4,-9.25,461.5
250,188470.7,0,0,-179971.1,-9.25,461.4
250.01,188475.4,0,0,-179970.9,-9.25,461.3
250.02,188480,0,0,-179970.6,-9.25,461.2
250.03,188484.6,0,0,-179970.4,-9.25,461.2
250.04,188489.2,0,0,-179970.1,-9.25,461.1
250.05,188493.8,0,0,-179969.9,-9.25,461
250.06,188498.4,0,0,-179969.6,-9.25,460.9
250.07,188503,0,0,-179969.3,-9.25,460.8
250.08,188507.6,0,0,-179969.1,-9.25,460.7
250.09,188512.2,0,0,-179968.8,-9.25,460.6
250.1,188516.8,0,0,-179968.6,-9.25,460.5
250.11,188521.4,0,0,-179968.3,-9.25,460.4
250.12,188526,0,0,-179968.1,-9.25,460.3
250.13,188530.6,0,0,-179967.8,-9.25,460.2
250.14,188535.2,0,0,-179967.6,-9.25,460.1
250.15,188539.8,0,0,-179967.3,-9.25,460
250.16,188544.4,0,0,-179967.1,-9.25,459.9
250.17,188549,0,0,-179966.8,-9.25,459.9
250.18,188553.6,0,0,-179966.6,-9.25,459.8
250.19,188558.2,0,0,-179966.3,-9.25,459.7
250.2,188562.8,0,0,-179966.1,-9.25,459.6
250.21,188567.4,0,0,-179965.8,-9.25,459.5
250.22,188572,0,0,-179965.5,-9.25,459.4
250.23,188576.6,0,0,-179965.3,-9.25,459.3
250.24,188581.2,0,0,-179965,-9.25,459.2
250.25,188585.8,0,0,-179964.8,-9.25,459.1
250.26,188590.4,0,0,-179964.5,-9.25,459
250.27,188595,0,0,-179964.3,-9.25,458.9
250.28,188599.6,0,0,-179964,-9.25,458.8
250.29,188604.2,0,0,-179963.8,-9.25,458.7
250.3,188608.8,0,0,-179963.5,-9.25,458.7
250.31,188613.3,0,0,-179963.3,-9.25,458.6
250.32,188617.9,0,0,-179963,-9.25,458.5
250.33,188622.5,0,0,-179962.8,-9.25,458.4
250.34,188627.1,0,0,-179962.5,-9.25,458.3
250.35,188631.7,0,0,-179962.3,-9.25,458.2
250.36,188636.3,0,0,-179962,-9.25,458.1
250.37,188640.8,0,0,-179961.8,-9.25,458
250.38,188645.4,0,0,-179961.5,-9.25,457.9
250.39,188650,0,0,-179961.3,-9.25,457.8
250.4,188654.6,0,0,-179961,-9.25,457.7
250.41,188659.1,0,0,-179960.8,-9.25,457.6
250.42,188663.7,0,0,-179960.5,-9.25,457.5
250.43,188668.3,0,0,-179960.3,-9.25,457.5
250.44,188672.9,0,0,-179960,-9.25,457.4
250.45,188677.4,0,0,-179959.8,-9.25,457.3
250.46,188682,0,0,-179959.5,-9.25,457.2
250.47,188686.6,0,0,-179959.2,-9.25,457.1
250.48,188691.2,0,0,-179959,-9.25,457
250.49,188695.7,0,0,-179958.7,-9.25,456.9
250.5,188700.3,0,0,-179958.5,-9.25,456.8
250.51,188704.9,0,0,-179958.2,-9.25,456.7
250.52,188709.4,0,0,-179958,-9.25,456.6
250.53,188714,0,0,-179957.7,-9.25,456.5
250.54,188718.6,0,0,-179957.5,-9.25,456.4
250.55,188723.1,0,0,-179957.2,-9.25,456.3
250.56,188727.7,0,0,-179957,-9.25,456.2
250.57,188732.3,0,0,-179956.7,-9.25,456.2
250.58,188736.8,0,0,-179956.5,-9.25,456.1
250.59,188741.4,0,0,-179956.2,-9.25,456
250.6,188745.9,0,0,-179956,-9.25,455.9
250.61,188750.5,0,0,-179955.7,-9.25,455.8
250.62,188755,0,0,-179955.5,-9.25,455.7
250.63,188759.6,0,0,-179955.2,-9.25,455.6
250.64,188764.2,0,0,-179955,-9.25,455.5
250.65,188768.7,0,0,-179954.7,-9.25,455.4
250.66,188773.3,0,0,-179954.5,-9.25,455.3
250.67,188777.8,0,0,-179954.2,-9.25,455.2
250.68,188782.4,0,0,-179954,-9.25,455.1
250.69,188786.9,0,0,-179953.7,-9.25,455
250.7,188791.5,0,0,-179953.5,-9.25,455
250.71,188796,0,0,-179953.2,-9.25,454.9
250.72,188800.6,0,0,-179953,-9.25,454.8
250.73,188805.1,0,0,-179952.7,-9.25,454.7
250.74,188809.7,0,0,-179952.5,-9.25,454.6
250.75,188814.2,0,0,-179952.2,-9.25,454.5
250.76,188818.8,0,0,-179952,-9.25,454.4
250.77,188823.3,0,0,-179951.7,-9.25,454.3
